,제목,가수,슬픔,분노,기쁨,긴장감,무서운,증오,차분히,섹시,브릿락,설렘,몽환
2952,far,cott (콧),,,,,,,5,,,,
2953,시작,달빛정원,,,,,,,5,,,,
2954,예뻤어,JAMIE (제이미),,,,,,,5,,,,
2955,내 얘기 같아 (Feat. 헤이즈),에픽하이 (EPIK HIGH),,,,,,,5,,,,
2956,My Yellow,YELO (옐로),,,,,,,5,,,,
2957,It's gotta be you,Jimmy Brown,,,,,,,5,,,,
2958,바람들,알레프 (ALEPH),,,,,,,5,,,,
2959,EX,JAMIE (제이미),,,,,,,5,,,,
2960,Talk,"Khalid, Disclosure",,,,,,,5,,,,
2961,새벽달,이오늘,,,,,,,5,,,,
2962,Wish you were gay,JAMIE (제이미),,,,,,,5,,,,
2963,"Sail Up (Feat. THAMA, hoonch)",SHINDRUM,,,,,,,5,,,,
2964,Message (Song By Nomad),KozyPop,,,,,,,5,,,,
2965,평행선 (Feat. 적재),딕펑스 (DICKPUNKS),,,,,,,5,,,,
2966,Apa,로키드 (Lokid),,,,,,,5,,,,
2967,"GET ME (Feat. 104, NASON)",대한 (daehan),,,,,,,5,,,,
2968,Afterglow,Ed Sheeran,,,,,,,5,,,,
2969,은하철도 2호선,카야 (Kaya),,,,,,,5,,,,
2970,Winter (Feat. nobody likes you pat),뎁트,,,,,,,5,,,,
2971,"레터링 (with Kaution, Huiii)",SUDI,,,,,,,5,,,,
2972,해가 진 이유는 너일까,kumira,,,,,,,5,,,,
2973,Slow (Feat. 수란),민제 (MINJE),,,,,,,5,,,,
2974,입김,10CM,,,,,,,5,,,,
2975,난 아니야 / NOT ME!,jeebanoff (지바노프),,,,,,,5,,,,
2976,알아,jeebanoff (지바노프),,,,,,,5,,,,
2977,BEHIND (skit),jeebanoff (지바노프),,,,,,,5,,,,
2978,신호등,jeebanoff (지바노프),,,,,,,5,,,,
2979,하얗게,"크루셜스타 (CRUCiAL STAR), 지샤넬 (디너프)",,,,,,,5,,,,
2980,생각이나,jeebanoff (지바노프),,,,,,,5,,,,
2981,여기서서,jeebanoff (지바노프),,,,,,,5,,,,
2982,Galaxy,태연 (TAEYEON),,,,,,,5,,,,
2983,At My Worst,Pink Sweat$,,,,,,,5,,,,
2984,For You (Feat. Crush),이하이,,,,,,,5,,,,
2985,부재중 (Feat. Crush),nov (노브),,,,,,,5,,,,
2986,willow,Taylor Swift,,,,,,,5,,,,
2987,Where Are You?,백승환 (Paiik),,,,,,,5,,,,
2988,Endless Summer,CIKI,,,,,,,5,,,,
2989,Stay (feat. amin),우림,,,,,,,5,,,,
2990,Loveless,백예린 (Yerin Baek),,,,,,,5,,,,
2991,Lovegame,백예린 (Yerin Baek),,,,,,,5,,,,
2992,HOLD (Prod. Flow Blow),함연지,,,,,,,5,,,,
2993,취기를 빌려 (Vocal 이민혁),새봄 (saevom),,,,,,,5,,,,
2994,"Midnight (Feat.B JYUN.,재규어 중사(SFC.JGR))",이파이(IFI),,,,,,,5,,,,
2995,연신내 (Feat. 주지운),STEN (스텐),,,,,,,5,,,,
2996,"Shisha (Song By Maguro, hrhr#06, Calm swizzlely) (Prod. SIM2)",KozyPop,,,,,,,5,,,,
2997,혼자여도 괜찮아 (Song by 줍에이(Joob A)) (feat. 가현),SOUND PALETTE,,,,,,,5,,,,
2998,Cloud,보아 (BoA),,,,,,,5,,,,
2999,빈말,딕펑스 (DICKPUNKS),,,,,,,5,,,,
3000,향수 (Eau de Cologne),디너프 (DNEIRF),,,,,,,5,,,,
3001,내 방을 여행하는 법,방탄소년단,,,,,,,5,,,,
3002,시선,이민혁,,,,,,,5,,,,
3003,비행기 모드,모트 (Motte),,,,,,,5,,,,
3004,LOVER,YELLA (옐라),,,,,,,5,,,,
3005,"어째서 (Feat. Nason, 에이민)",뎁트,,,,,,,5,,,,
3006,그대로 있어줘 (Feat. 에이민),뎁트,,,,,,,5,,,,
3007,We (Feat. KURO),뎁트,,,,,,,5,,,,
3008,바보 같은 나 (Feat. Nason),뎁트,,,,,,,5,,,,
3009,Life Goes On,방탄소년단,,,,,,,5,,,,
3010,Someday,태비 (Taeb2),,,,,,,5,,,,
3011,너의 밤엔,크루셜스타 (CRUCiAL STAR),,,,,,,5,,,,
3012,Incense (prod. SIM2),Austn (오스틴),,,,,,,5,,,,
3013,"반짝 빛나던, 나의 2006년",적재,,,,,,,5,,,,
3014,풍경,적재,,,,,,,5,,,,
3015,알아 (With. 나원주),적재,,,,,,,5,,,,
3016,너 없이도,적재,,,,,,,5,,,,
3017,흔적,적재,,,,,,,5,,,,
3018,Alright,Chris James,,,,,,,5,,,,
3019,"농담처럼 (Feat. Jae Luna, 에이민)","서액터, 뎁트",,,,,,,5,,,,
3020,우연히 잠시라도,CHEEZE (치즈),,,,,,,5,,,,
3021,그 밤 그 밤,잔나비,,,,,,,5,,,,
3022,가을밤에 든 생각,잔나비,,,,,,,5,,,,
3023,너만 몰라,이민혁,,,,,,,5,,,,
3024,island,Wynn (윈),,,,,,,5,,,,
3025,Scène (Feat. 크루셜스타),Wynn (윈),,,,,,,5,,,,
3026,춤 (Feat. 프레드),CHILDDIAHN (차일디안),,,,,,,5,,,,
3027,Close Your Eyes,버나드 박,,,,,,,5,,,,
3028,Moonlight,OLIVER (올리버),,,,,,,5,,,,
3029,영화 같아,"Wynn (윈), 크루셜스타 (CRUCiAL STAR), 지샤넬 (디너프), 쿼카 (디너프)",,,,,,,5,,,,
3030,Step By Step (with 윤미래),Crush,,,,,,,5,,,,
3031,춤 (with 이소라),Crush,,,,,,,5,,,,
3032,따뜻한 물,Jimmy Brown,,,,,,,5,,,,
3033,놓아줘 (with 태연),Crush,,,,,,,5,,,,
3034,Routine,"Risso (리소), BNJX (밴젝스)",,,,,,,5,,,,
3035,Autumn breeze (Feat. Milky Day),뎁트,,,,,,,5,,,,
3036,너의 목소리,펀치 (Punch),,,,,,,5,,,,
3037,Slow Down,Mozá (모자),,,,,,,5,,,,
3038,WE!,OVCOCO (오브코코),,,,,,,5,,,,
3039,새벽 (Art. Dizzy Blue),Anonymous Artists,,,,,,,5,,,,
3040,Autumn Breeze (Feat. Rachel Lim),JIDA (지다),,,,,,,5,,,,
3041,Love Good,김호연,,,,,,,5,,,,
3042,잠 못 드는 밤 비는 내리고,아이유,,,,,,,5,,,,
3043,Butterfly,Joshua (조슈아),,,,,,,5,,,,
3044,It's All Love,Jimmy Brown,,,,,,,5,,,,
3045,괜찮아?,Jimmy Brown,,,,,,,5,,,,
3046,Look At Me Now,Jimmy Brown,,,,,,,5,,,,
3047,Just Like The Rain,GRAY (그레이),,,,,,,5,,,,
3048,요즘 하루,적재,,,,,,,5,,,,
3049,야작시(夜作詩),적재,,,,,,,5,,,,
3050,잘 지내,적재,,,,,,,5,,,,
3051,별 보러 가자,적재,,,,,,,5,,,,
3052,내가 널 더 (Song by 타코앤제이형) (Feat. 슬로(SLLO)),SOUND PALETTE,,,,,,,5,,,,
3053,혼자인 내 방이 좋아 (feat. 솔찬),비비 (BB),,,,,,,5,,,,
3054,또 (Song by 줍에이) (feat. 가현),SOUND PALETTE,,,,,,,5,,,,
3055,"다음에 봐 (with Noair, Nason)","에이민, 뎁트",,,,,,,5,,,,
3056,갈증 (Art. Sober),Anonymous Artists,,,,,,,5,,,,
3057,고속터미널,카야 (Kaya),,,,,,,5,,,,
3058,I Just Wonder,카야 (Kaya),,,,,,,5,,,,
3059,corner,Kim Jeong_uk(김정욱),,,,,,,5,,,,
3060,바다 (Song by 새벽),SOUND PALETTE,,,,,,,5,,,,
3061,I Can be your Pooh,비버 (Beaver),,,,,,,5,,,,
3062,Call This Love,수안,,,,,,,5,,,,
3063,어쩌면 또 마지막이 될까봐 (Feat. Ayul (이아율)),뎁트,,,,,,,5,,,,
3064,새벽밤,GRAYSCENT (그레이센트),,,,,,,5,,,,
3065,Flash,플랫폼 스테레오(Platform Stereo),,,,,,,5,,,,
3066,답장,최유리,,,,,,,5,,,,
3067,우산,"H&D (한결, 도현)",,,,,,,5,,,,
3068,Casual (Acoustic),"Jesse Barrera, Johnny Stimson, Jeff Bernat",,,,,,,5,,,,
3069,Holy (Feat. Chance The Rapper),Justin Bieber,,,,,,,5,,,,
3070,아까워 (What about?) (Feat.페노메코) (Prod.By 박근태),샘김 (Sam Kim),,,,,,,5,,,,
3071,"500 Days (Feat. Jae Luna, I AM LUU)",뎁트,,,,,,,5,,,,
3072,Good Weather,그리즐리 (Grizzly),,,,,,,5,,,,
3073,낙타 (Feat. Keris),90yonge st,,,,,,,5,,,,
3074,하나 둘 셋 (Feat. 이아율),뎁트,,,,,,,5,,,,
3075,Summer,포엔 (4&),,,,,,,5,,,,
3076,괜찮아,BenAddict (벤에딕트),,,,,,,5,,,,
3077,오늘은 다를거야 (Feat. nafla),미아 (Mia),,,,,,,5,,,,
3078,도망가자,결 (KYUL),,,,,,,5,,,,
3079,전화 (Feat. NAYN(네인)),CHILDDIAHN (차일디안),,,,,,,5,,,,
3080,딱 상처받지 않을 정도만 널 사랑했던 거야,KURO,,,,,,,5,,,,
3081,The Memory (민지와 자림),"미온, near",,,,,,,5,,,,
3082,Dear youth,그래쓰 (GRASS),,,,,,,5,,,,
3083,Over Now,"Calvin Harris, The Weeknd",,,,,,,5,,,,
3084,그래요 나를 잊어요,스탠딩 에그,,,,,,,5,,,,
3085,그 여름 밤,린,,,,,,,5,,,,
3086,RainDrop,한희준,,,,,,,5,,,,
3087,Yellow light (Feat. KIZO),SIM2,,,,,,,5,,,,
3088,감정에도 이름이,시와,,,,,,,5,,,,
3089,아니나도내시간을갖고싶다니까,"kumira, Loomboy, cleane",,,,,,,5,,,,
3090,달링 (feat. Shallyn),"이루마, 2FACE",,,,,,,5,,,,
3091,"다시, 여름 (Feat. Saula (사울라))",뎁트,,,,,,,5,,,,
3092,지구점 (feat. 신지훈),will rise (윌라이즈),,,,,,,5,,,,
3093,너로 짙은 밤 (With 한올),새봄 (saevom),,,,,,,5,,,,
3094,열쇠,미야오,,,,,,,5,,,,
3095,별자리,참솜 (Chamsom),,,,,,,5,,,,
3096,Diet (Feat. 휘인 of 마마무),픽보이 (Peakboy),,,,,,,5,,,,
3097,슬퍼말아요,크루셜스타 (CRUCiAL STAR),,,,,,,5,,,,
3098,Letter,퍼플레인,,,,,,,5,,,,
3099,JUNKFOOD (Prod. Charming Lips),Summer Soul,,,,,,,5,,,,
3100,On The Way,소낙별,,,,,,,5,,,,
3101,Fool to love,리플리 (RIPLEY),,,,,,,5,,,,
3102,One Drop Can Make A Rainbow (Feat. Yonko (욘코)),플리지,,,,,,,5,,,,
3103,잠깐 (Feat. 이아율 (Ayul)),"서액터, 뎁트",,,,,,,5,,,,
3104,Pillow Talk,Jeff Bernat,,,,,,,5,,,,
3105,let’s play tug,heyden,,,,,,,5,,,,
3106,밤바다,수잔,,,,,,,5,,,,
3107,미안하게도,경제환,,,,,,,5,,,,
3108,cardigan,Taylor Swift,,,,,,,5,,,,
3109,그때,딕펑스 (DICKPUNKS),,,,,,,5,,,,
3110,Midnight In Sunday (Feat. GRAM),정바스,,,,,,,5,,,,
3111,Coloring,최첼로 (Choi Cello),,,,,,,5,,,,
3112,공중정원 (Garden In The Air),백현 (BAEKHYUN),,,,,,,5,,,,
3113,2 Years (Feat. Sonny Zero),뎁트,,,,,,,5,,,,
3114,Save Me,윤두준,,,,,,,5,,,,
3115,비 오는 날,주예인,,,,,,,5,,,,
3116,home dance,선재 (snzae),,,,,,,5,,,,
3117,잠에들자,D.no (디노),,,,,,,5,,,,
3118,Moontanroad (feat. 40),D.no (디노),,,,,,,5,,,,
3119,눈치 없게,이민혁,,,,,,,5,,,,
3120,봄을 만난 듯,이민혁,,,,,,,5,,,,
3121,overdose,CIKI,,,,,,,5,,,,
3122,Fine,돛단배,,,,,,,5,,,,
3123,Nobody's Love,Maroon 5,,,,,,,5,,,,
3124,어떤 말이 하고 싶은 건가요,오추프로젝트,,,,,,,5,,,,
3125,취기를 빌려 (취향저격 그녀 X 산들),산들,,,,,,,5,,,,
3126,둘이,리튼 (Ritten),,,,,,,5,,,,
3127,새벽 한 시,디어클라우드,,,,,,,5,,,,
3128,괜찮은 척,by me,,,,,,,5,,,,
3129,그 여름밤,샘김 (Sam Kim),,,,,,,5,,,,
3130,오늘부터,윤현상,,,,,,,5,,,,
3131,Beautiful (Feat. kumira),패러렐(Parallel),,,,,,,5,,,,
3132,Plus One,FLORA(플로라),,,,,,,5,,,,
3133,Call Me Right Now,크루셜스타 (CRUCiAL STAR),,,,,,,5,,,,
3134,보물,Colde (콜드),,,,,,,5,,,,
3135,잠수함 (Submarine),"Hoody (후디), Bronze (브론즈)",,,,,,,5,,,,
3136,안녕히,비비 (BIBI),,,,,,,5,,,,
3137,LOVE KILLS HATE,Aalia (알리아),,,,,,,5,,,,
3138,Relax Moment (With Relax Beer),SURAN (수란),,,,,,,5,,,,
3139,Noise (Feat. Meego) (prod. 1of1),1of1,,,,,,,5,,,,
3140,Moonlight (Feat. jmarlone),크리스비 (crisB),,,,,,,5,,,,
3141,우주비행 (Feat. Chan),공기남,,,,,,,5,,,,
3142,My Angel,성리,,,,,,,5,,,,
3143,babyblue,그래쓰 (GRASS),,,,,,,5,,,,
3144,7월이 지나도 (Feat. KURO),뎁트,,,,,,,5,,,,
3145,새것 (Feat. REX.D),숨셔,,,,,,,5,,,,
3146,아니야,인챈터,,,,,,,5,,,,
3147,시계바늘 (Feat. 김윤주),Cold Bay (콜드베이),,,,,,,5,,,,
3148,요를 붙이는 사이 (Feat. 헤이즈),주영,,,,,,,5,,,,
3149,NightNight,틴 (TIN),,,,,,,5,,,,
3150,I was wrong,LambC (램씨),,,,,,,5,,,,
3151,하늘끝,jeebanoff (지바노프),,,,,,,5,,,,
3152,마음으로,jeebanoff (지바노프),,,,,,,5,,,,
3153,I'M OKAY,SAAY,,,,,,,5,,,,
3154,소원이 없겠다 (Feat. nafla),사이로(415),,,,,,,5,,,,
3155,달밤 (Moon & Sweet),"ODD-CAT (오드캣), 김제훈",,,,,,,5,,,,
3156,미쳐간다 (2020),"오진우, 이소 (e_so)",,,,,,,5,,,,
3157,Rain Check (Vocal.위즈(WIZ)),소울 페이퍼,,,,,,,5,,,,
3158,Thank You,JUNNY (주니),,,,,,,5,,,,
3159,Syndrome,CIKI,,,,,,,5,,,,
3160,Changes,Lauv,,,,,,,5,,,,
3161,어색,Ways (웨이즈),,,,,,,5,,,,
3162,좀 걸을까요?,윤한솔,,,,,,,5,,,,
3163,너,앤드뉴 (Andnew),,,,,,,5,,,,
3164,Melting Ice Cream (feat. Wondablo),앤드뉴 (Andnew),,,,,,,5,,,,
3165,숨 (Breath),샘김 (Sam Kim),,,,,,,5,,,,
3166,Never Not,Lauv,,,,,,,5,,,,
3167,주마등,WOODZ (조승연),,,,,,,5,,,,
3168,Prague,챈스 (Chance),,,,,,,5,,,,
3169,Oars,챈스 (Chance),,,,,,,5,,,,
3170,Dear Mal,챈스 (Chance),,,,,,,5,,,,
3171,Barefoot,챈스 (Chance),,,,,,,5,,,,
3172,The Way,챈스 (Chance),,,,,,,5,,,,
3173,BGM,챈스 (Chance),,,,,,,5,,,,
3174,Humming Birds,챈스 (Chance),,,,,,,5,,,,
3175,Can't Deny My Blame,챈스 (Chance),,,,,,,5,,,,
3176,"Little, Big, Our Stars",챈스 (Chance),,,,,,,5,,,,
3177,Shine,챈스 (Chance),,,,,,,5,,,,
3178,Blind,챈스 (Chance),,,,,,,5,,,,
3179,Wish (feat. Aleyna Moon),Sam Ock,,,,,,,5,,,,
3180,Keep On  (feat. 김진아 (Jina)),Sam Ock,,,,,,,5,,,,
3181,One of a Kind (feat. Sarah Kang),Sam Ock,,,,,,,5,,,,
3182,This Side of Eternity,Sam Ock,,,,,,,5,,,,
3183,Can I Have the Day With You (feat. Michelle),Sam Ock,,,,,,,5,,,,
3184,Shoot for the Moon (feat. Aren Park & Uzuhan),Sam Ock,,,,,,,5,,,,
3185,Spring,챈스 (Chance),,,,,,,5,,,,
3186,Daynight,챈스 (Chance),,,,,,,5,,,,
3187,밤산책,주예인,,,,,,,5,,,,
3188,To Belonging,Sam Ock,,,,,,,5,,,,
3189,Maybe It Takes Time (feat. Ruth Sanga),Sam Ock,,,,,,,5,,,,
3190,Never Be the Same,Sam Ock,,,,,,,5,,,,
3191,남겨진 기억,데이먼스 이어 (Damons year),,,,,,,5,,,,
3192,Rainbow,데이먼스 이어 (Damons year),,,,,,,5,,,,
3193,Dishes,Lauv,,,,,,,5,,,,
3194,Love Somebody,Lauv,,,,,,,5,,,,
3195,Miss Me,Lauv,,,,,,,5,,,,
3196,Mine (You Can't Find Love in Mollywood),Lauv,,,,,,,5,,,,
3197,"묘해, 너와 (re:cord)",디에이드 (The Ade),,,,,,,5,,,,
3198,Click Me (Feat. Dok2),Zion.T,,,,,,,5,,,,
3199,꺼내 먹어요,Zion.T,,,,,,,5,,,,
3200,위잉위잉,혁오 (HYUKOH),,,,,,,5,,,,
3201,The only,동주,,,,,,,5,,,,
3202,너랑 좀 걷고 싶어,모트 (Motte),,,,,,,5,,,,
3203,Time to Leave,Stable (스테이블),,,,,,,5,,,,
3204,그런 너 (Disturbance),보아 (BoA),,,,,,,5,,,,
3205,시작이 좋아 2015 (Prod. By 버벌진트),"지민, 임슬옹",,,,,,,5,,,,
3206,"what2do (Feat. Crush, Jeff Bernat)",DEAN,,,,,,,5,,,,
3207,백허그,젝스키스,,,,,,,5,,,,
3208,Rainy Day,무드온 (Mood On),,,,,,,5,,,,
3209,Always you,브로맨스 (VROMANCE),,,,,,,5,,,,
3210,울컥 (Feat. kumira),"서액터, 뎁트",,,,,,,5,,,,
3211,Our Home,기련 (GIRYEON),,,,,,,5,,,,
3212,예쁜 말 (Art. 이민석) (Prod. GC),Anonymous Artists,,,,,,,5,,,,
3213,밤이니까 무시하자,커피소년,,,,,,,5,,,,
3214,우리의 바다에 (All the way to you),이나래,,,,,,,5,,,,
3215,그날,보이스퍼 (VOISPER),,,,,,,5,,,,
3216,Coloring The Life,밴디지 (Bandage),,,,,,,5,,,,
3217,Best Part (Feat. Daniel Caesar),H.E.R.,,,,,,,5,,,,
3218,여전해,픽보이 (Peakboy),,,,,,,5,,,,
3219,Walk,픽보이 (Peakboy),,,,,,,5,,,,
3220,언제라도 어디에서라도,정승환,,,,,,,5,,,,
3221,Tipsy,ZASMIIN (자스민),,,,,,,5,,,,
3222,오래된 영화,라디 (Ra. D),,,,,,,5,,,,
3223,안부 (feat.찬열),이선희,,,,,,,5,,,,
3224,푸르게 빛나던 우리의 계절 (When We Were Us),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),,,,,,,5,,,,
3225,이사,크르르,,,,,,,5,,,,
3226,목소리,김필,,,,,,,5,,,,
3227,Lost the way (Feat. The Hills),Plo6,,,,,,,5,,,,
3228,반복해,키밤(KEEBOMB),,,,,,,5,,,,
3229,남보다 못한 사이 (Feat. 러비),KURO,,,,,,,5,,,,
3230,Dear My Blue,포엔 (4&),,,,,,,5,,,,
3231,moonlight,수안,,,,,,,5,,,,
3232,42547,47 (사칠),,,,,,,5,,,,
3233,작사가,헤이즈 (Heize),,,,,,,5,,,,
3234,사랑한다는 말로는,숀 (SHAUN),,,,,,,5,,,,
3235,하루살이,제비뽑기,,,,,,,5,,,,
3236,향기,샘김 (Sam Kim),,,,,,,5,,,,
3237,Gravity,하곤,,,,,,,5,,,,
3238,응원해,eldon,,,,,,,5,,,,
3239,왜요 (WAYO),방예담,,,,,,,5,,,,
3240,"오늘,비 (feat. 1ho, Chan)",공기남,,,,,,,5,,,,
3241,부끄럽네,윤지영,,,,,,,5,,,,
3242,물감 (feat. 1ho),"공기남, 고닥",,,,,,,5,,,,
3243,하루가,팀,,,,,,,5,,,,
3244,I like it,CHIMMI (취미),,,,,,,5,,,,
3245,I don't want no champagne,CHIMMI (취미),,,,,,,5,,,,
3246,너 없인 안돼,CHIMMI (취미),,,,,,,5,,,,
3247,서로에게 가까이,CHIMMI (취미),,,,,,,5,,,,
3248,널 좋아하나봐,어쿠스틱 콜라보,,,,,,,5,,,,
3249,아주 가끔은,어쿠스틱 콜라보,,,,,,,5,,,,
3250,In My Dream,CHIMMI (취미),,,,,,,5,,,,
3251,그대를 사랑하는 10가지 이유,디에이드 (The Ade),,,,,,,5,,,,
3252,"그대와 나, 설레임 (Feat. 소울맨)",어쿠스틱 콜라보,,,,,,,5,,,,
3253,My dear (Feat. MOON),정키,,,,,,,5,,,,
3254,Baby (Feat. 빈센트블루),정키,,,,,,,5,,,,
3255,I know (Feat. 죠지),정키,,,,,,,5,,,,
3256,weekEnd (Feat. jeebanoff),정키,,,,,,,5,,,,
3257,여기 적어줘 (Feat. pH-1),청하,,,,,,,5,,,,
3258,Last Call (Art. 이제),Anonymous Artists,,,,,,,5,,,,
3259,LOVED,강버터(Kang Butter),,,,,,,5,,,,
3260,Fallin' (Feat. 일리닛),폴킴,,,,,,,5,,,,
3261,old fashioned,gump,,,,,,,5,,,,
3262,Violet,로와,,,,,,,5,,,,
3263,똑같나요,리밋 (Limit),,,,,,,5,,,,
3264,"magazine (Song By Popeye, nathania)",KozyPop,,,,,,,5,,,,
3265,BLUE,최첼로 (Choi Cello),,,,,,,5,,,,
3266,"Sameday (Song By kenessi, Denny) (Prod. Seo Mary)",KozyPop,,,,,,,5,,,,
3267,돼버릴거야 (feat.휘인 of 마마무) (Prod.기리보이),딘딘 (DINDIN),,,,,,,5,,,,
3268,Dejavu (Song By Wednesday) (Prod. Add Blessed),KozyPop,,,,,,,5,,,,
3269,Feelings,Lauv,,,,,,,5,,,,
3270,"always, i'll care",Jeremy Zucker,,,,,,,5,,,,
3271,"10,000 Hours","Dan + Shay, Justin Bieber",,,,,,,5,,,,
3272,Wheels on the Bus,Melanie Martinez,,,,,,,5,,,,
3273,How Many,Shoffy,,,,,,,5,,,,
3274,Casual,"Jesse Barrera, Johnny Stimson, Jeff Bernat",,,,,,,5,,,,
3275,Love Die Young,에릭남 (Eric Nam),,,,,,,5,,,,
3276,City Boy,인아웃 (inout),,,,,,,5,,,,
3277,투정부리고 싶은데 (Vocal. 이민혁),"공기남, 고닥",,,,,,,5,,,,
3278,부담이 돼 (Feat. 휘인 Of 마마무),정키,,,,,,,5,,,,
3279,BOKE,CIKI,,,,,,,5,,,,
3280,"천천히 (Feat. Young Ho, UMiN(유민))",밴키드 (VANKiD),,,,,,,5,,,,
3281,수채화,CHEEZE (치즈),,,,,,,5,,,,
3282,Ain't Together,King Princess,,,,,,,5,,,,
3283,"떠볼까? (With NASON, Jade)",SUDI,,,,,,,5,,,,
3284,너의 나,유승우,,,,,,,5,,,,
3285,Feel So Good,G.Urban (지어반),,,,,,,5,,,,
3286,위로해줄게,G.Urban (지어반),,,,,,,5,,,,
3287,안녕,AKMU (악뮤),,,,,,,5,,,,
3288,내 입술 따뜻한 커피처럼 (Feat. 이성경) (Prod. by 박근태),에디킴,,,,,,,5,,,,
3289,눈치,"폴킴, 헤이즈 (Heize), 픽보이 (Peakboy)",,,,,,,5,,,,
3290,우리 오늘 만날까,이민혁,,,,,,,5,,,,
3291,하늘엔 별이 떠있고 너만큼은 빛나질 않아,이민혁,,,,,,,5,,,,
3292,"그렇게, 봄",이민혁,,,,,,,5,,,,
3293,"이 밤, 꿈꾸는 듯한",이민혁,,,,,,,5,,,,
3294,꿈에서 널 봤어,이민혁,,,,,,,5,,,,
3295,벚꽃이 떨어질 때,이민혁,,,,,,,5,,,,
3296,우리 그 밤에 웃은 것처럼,이민혁,,,,,,,5,,,,
3297,꿈을 꾸었다 (Prod. By 새봄),이민혁,,,,,,,5,,,,
3298,너와 나의 별이야기 (Piano 양자인),이민혁,,,,,,,5,,,,
3299,기적,이민혁,,,,,,,5,,,,
3300,나와 같은 맘이길 (Feat. 모트),이민혁,,,,,,,5,,,,
3301,그대 그리운,이민혁,,,,,,,5,,,,
3302,조금씩 너에게 물들어가,이민혁,,,,,,,5,,,,
3303,북극성 (Guiding Star),이민혁,,,,,,,5,,,,
3304,꿈을 꾸었다,이민혁,,,,,,,5,,,,
3305,우리 그 밤에 웃은 것처럼,이민혁,,,,,,,5,,,,
3306,기도,"LambC (램씨), 이민혁, 새벽",,,,,,,5,,,,
3307,너와 나의 별이야기 (Piano 양자인) (Remastered),이민혁,,,,,,,5,,,,
3308,Here To Stay,Meghan Trainor,,,,,,,5,,,,
3309,Dream (Prod. by 박근태),"수지, 백현 (BAEKHYUN)",,,,,,,5,,,,
3310,"행성 (This Night) (Feat. Blue.D, Jhnovr)",그루비룸 (GroovyRoom),,,,,,,5,,,,
3311,어떻게 지내 (feat. 지형),옐로우 벤치 (Yellow Bench),,,,,,,5,,,,
3312,잘,레터 플로우,,,,,,,5,,,,
3313,어땠을까 (Feat. 박정현),싸이 (PSY),,,,,,,5,,,,
3314,LikeMeLoveMe,Wynn (윈),,,,,,,5,,,,
3315,Love Yourself,에릭남 (Eric Nam),,,,,,,5,,,,
3316,그냥 (Just),"Zion.T, Crush",,,,,,,5,,,,
3317,지금 뭐해,주예인,,,,,,,5,,,,
3318,Zebra,SOMA (소마),,,,,,,5,,,,
3319,숫자,이적,,,,,,,5,,,,
3320,Step Step,SURAN (수란),,,,,,,5,,,,
3321,우산을 쓰고,가을로 가는 기차,,,,,,,5,,,,
3322,"낮잠 (Feat.GRAM, 강다나)",뎁트,,,,,,,5,,,,
3323,편하게 들어 (Feat. 강태우),뎁트,,,,,,,5,,,,
3324,ON MY WAY (With KEN of VIXX),윤석 (YOONSEOK),,,,,,,5,,,,
3325,내가 날 모르는 것처럼 (Feat. 카더가든),백예린 (Yerin Baek),,,,,,,5,,,,
3326,주저하는 연인들을 위해,잔나비,,,,,,,5,,,,
3327,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),,,,,,,5,,,,
3328,고마워,G.Urban (지어반),,,,,,,5,,,,
3329,줄거야,G.Urban (지어반),,,,,,,5,,,,
3330,I'm Home (그래),민호 (MINHO),,,,,,,5,,,,
3331,너 없는 나의 하루,D.no (디노),,,,,,,5,,,,
3332,좋은 날엔 언제나,이민혁,,,,,,,5,,,,
3333,Paris In The Rain,Lauv,,,,,,,5,,,,
3334,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,,,,,,,5,,,,
3335,어깨,"소유 (SOYOU), 권정열",,,,,,,5,,,,
3336,넘어와 (Feat. 백예린),DEAN,,,,,,,5,,,,
3337,You (Feat. Yonko),플리지,,,,,,,5,,,,
3338,입모양,플리지,,,,,,,5,,,,
3339,가끔,Crush,,,,,,,5,,,,
3340,WHY YOU? (Prod. GXXD),식케이 (Sik-K),,,,,,,5,,,,
3341,NO.324,Master Class,,,,,,,5,,,,
3342,별들도 눈감은밤,"키겐, 새벽공방",,,,,,,5,,,,
3343,자연스러워,by me,,,,,,,5,,,,
3344,Slowly,강버터(Kang Butter),,,,,,,5,,,,
3345,불면증,빨간의자,,,,,,,5,,,,
3346,달,AKMU (악뮤),,,,,,,5,,,,
3347,No way,JUU-O,,,,,,,5,,,,
3348,사람,지코 (ZICO),,,,,,,5,,,,
3349,다라다 (DA RA DA),"휘인 (Whee In), Jeff Bernat, 비오 (B.O.)",,,,,,,5,,,,
3350,꿈자리,WeareB (위아비),,,,,,,5,,,,
3351,Real me,유솜,,,,,,,5,,,,
3352,궁금해,최정윤,,,,,,,5,,,,
3353,가을속에서,"화사 (Hwa Sa), WOOGIE",,,,,,,5,,,,
3354,왜 그런 날 있잖아,스무살,,,,,,,5,,,,
3355,NOTHING SPECIAL,새벽공방,,,,,,,5,,,,
3356,창문,알레프 (ALEPH),,,,,,,5,,,,
3357,Marlboro (Feat. 범키),2LSON,,,,,,,5,,,,
